City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
97,Adrar,MR,20.5022,-10.0711,85.19,13,0,11.5,clear sky
98,Marsa Matruh,EG,31.3525,27.2453,59.0,63,20,6.91,few clouds
99,Hanting,CN,36.7708,119.2108,45.34,64,92,13.18,overcast clouds
100,Fremont,US,37.5483,-121.9886,78.01,67,1,10.36,clear sky
101,Luangwa,ZM,-15.6167,30.4167,69.62,82,17,2.01,few clouds
102,Cockburn Town,TC,21.4612,-71.1419,76.75,72,51,4.92,broken clouds
103,Baglung,NP,28.2719,83.5898,61.56,20,0,7.78,clear sky
104,Makakilo City,US,21.3469,-158.0858,77.0,64,40,5.75,scattered clouds
105,Hithadhoo,MV,-0.6,73.0833,82.9,71,84,8.66,broken clouds
106,Acapulco,MX,16.8634,-99.8901,84.2,65,20,11.5,few clouds
107,Chapais,CA,49.7834,-74.8492,59.0,44,1,12.66,clear sky
108,Yelbarga,IN,15.6333,76.0167,81.61,37,57,9.46,broken clouds
109,Middle Valley,US,35.1959,-85.1847,84.2,20,1,11.5,clear sky
110,Launceston,AU,-41.45,147.1667,41.0,87,99,0.29,overcast clouds
111,Pevek,RU,69.7008,170.3133,-17.7,100,100,6.11,overcast clouds
112,Ilulissat,GL,69.2167,-51.1,32.0,93,90,13.8,snow
113,Griffith,US,41.5284,-87.4237,63.0,45,1,13.8,clear sky
114,Cognac,FR,45.5,-0.25,46.4,49,0,4.61,clear sky
115,Torbay,CA,47.6666,-52.7314,37.4,100,90,26.46,moderate rain
116,Atuona,PF,-9.8,-139.0333,80.67,74,39,18.21,scattered clouds
117,Hare Bay,CA,48.8499,-54.0148,42.8,100,100,10.36,overcast clouds
118,Khatanga,RU,71.9667,102.5,24.8,90,100,10.13,overcast clouds
119,Taoudenni,ML,22.6783,-3.9836,93.25,10,81,9.33,broken clouds
120,Dikson,RU,73.5069,80.5464,24.96,86,100,16.69,overcast clouds
121,Ambunti,PG,-4.2365,142.8448,72.57,99,93,0.2,light rain
122,Saint Anthony,US,45.0205,-93.218,44.6,93,90,12.66,light rain
123,Upata,VE,8.0086,-62.3989,91.0,61,90,4.0,overcast clouds
124,Bakhmach,UA,51.1808,32.7569,52.54,82,100,5.01,overcast clouds
125,Bengkulu,ID,-3.8004,102.2655,76.59,87,100,3.4,overcast clouds
126,Chuy,UY,-33.6971,-53.4616,62.69,69,0,4.88,clear sky
127,Bambanglipuro,ID,-7.95,110.2833,76.89,87,24,3.04,few clouds
128,Souillac,MU,-20.5167,57.5167,75.2,94,75,4.61,moderate rain
129,Mastic Beach,US,40.7668,-72.8521,50.0,81,90,5.75,overcast clouds
130,Kailua,US,21.4022,-157.7394,77.0,68,40,8.05,scattered clouds
131,Saint-Joseph,RE,-21.3667,55.6167,80.6,74,90,5.75,moderate rain
132,Dongying,CN,37.4564,118.4856,48.18,53,93,12.21,overcast clouds
133,Norman Wells,CA,65.282,-126.8329,19.4,45,75,14.97,broken clouds
134,Pahrump,US,36.2083,-115.9839,82.0,7,4,3.0,clear sky
135,Diego De Almagro,CL,-26.3667,-70.05,79.99,21,37,10.45,scattered clouds
136,Saint-Georges,GD,12.0564,-61.7485,84.2,79,40,17.27,scattered clouds
137,Cairns,AU,-16.9167,145.7667,73.4,83,40,5.75,scattered clouds
138,Albacete,ES,38.8333,-2.0,50.0,81,0,6.91,clear sky
139,Paamiut,GL,61.994,-49.6678,32.7,82,19,1.19,few clouds
140,Mezocsat,HU,47.8167,20.9167,62.6,51,0,5.75,light rain
141,Lata,PT,40.1629,-8.3327,60.01,66,100,0.54,overcast clouds
142,Santa Maria,BR,-29.6842,-53.8069,73.4,56,75,3.44,broken clouds
143,Boa Vista,BR,2.8197,-60.6733,89.6,51,40,8.05,scattered clouds
144,Bilibino,RU,68.0546,166.4372,-8.32,73,39,1.36,scattered clouds
145,East London,ZA,-33.0153,27.9116,72.05,88,98,7.63,overcast clouds
146,Tiksi,RU,71.6872,128.8694,4.1,91,99,7.58,overcast clouds
147,Tecoanapa,MX,16.5167,-98.75,84.85,53,0,11.77,clear sky
148,Savannah Bight,HN,16.45,-85.85,89.6,70,40,3.44,scattered clouds
149,Sola,VU,-13.8833,167.55,82.15,75,92,14.56,overcast clouds
150,Olinda,BR,-8.0089,-34.8553,78.8,73,75,6.91,broken clouds
151,Alexandria,EG,31.2156,29.9553,59.0,55,40,4.61,scattered clouds
152,Ondjiva,AO,-17.0667,15.7333,67.77,44,16,6.82,few clouds
153,Mandera,KE,3.9366,41.867,86.27,50,91,9.86,overcast clouds
154,Erenhot,CN,43.6475,111.9767,29.66,20,55,11.21,broken clouds
155,Lamu,KE,-2.2717,40.902,80.6,89,1,5.75,clear sky
156,Urusha,RU,54.05,122.9,5.2,94,28,3.96,scattered clouds
157,Akron,US,41.0814,-81.519,55.99,71,90,9.22,overcast clouds
158,Kununurra,AU,-15.7667,128.7333,71.6,100,40,4.27,scattered clouds
159,Pangnirtung,CA,66.1451,-65.7125,33.8,100,90,12.66,snow
160,The Valley,AI,18.217,-63.0578,84.2,69,20,10.36,few clouds
161,Clyde River,CA,70.4692,-68.5914,21.2,93,90,18.41,overcast clouds
162,Neryungri,RU,56.6709,124.6491,1.2,98,100,3.33,overcast clouds
163,Lagoa,PT,39.05,-27.9833,61.05,87,77,8.19,broken clouds
164,Naze,JP,28.3667,129.4833,67.19,90,87,15.88,overcast clouds
165,Newport,GB,51.5877,-2.9984,42.01,83,12,3.69,few clouds
166,Bud,US,39.447,-86.1758,66.99,50,23,15.77,few clouds
167,Sitka,US,57.0531,-135.33,39.2,87,90,10.36,light rain
168,Madang,PG,-5.2246,145.7966,75.49,92,99,0.81,overcast clouds
169,Destin,US,30.3935,-86.4958,78.8,50,1,10.36,clear sky
170,Tuktoyaktuk,CA,69.4541,-133.0374,1.4,66,75,10.36,broken clouds
171,Saint-Leu,RE,-21.15,55.2833,80.6,74,90,5.75,light rain
172,La Primavera,CO,5.4906,-70.4092,76.75,82,100,5.97,overcast clouds
173,Esperance,AU,-33.8667,121.9,53.6,94,75,13.8,broken clouds
174,Iquitos,PE,-3.7481,-73.2472,82.4,83,75,3.44,moderate rain
175,Techiman,GH,7.5862,-1.9414,77.99,69,100,3.36,overcast clouds
176,Vanimo,PG,-2.6741,141.3028,76.08,88,100,3.4,light rain
177,Suntar,RU,62.1444,117.6319,-0.54,99,75,3.85,broken clouds
178,Barrow,US,71.2906,-156.7887,-5.8,59,1,11.5,clear sky
179,Port Alfred,ZA,-33.5906,26.891,70.74,94,85,6.6,overcast clouds
180,Bom Jesus,BR,-9.0744,-44.3586,83.08,47,92,2.13,overcast clouds
181,Hualmay,PE,-11.0964,-77.6139,72.03,75,85,9.26,overcast clouds
182,Bara,NG,10.3744,10.7288,84.02,15,23,2.08,few clouds
183,Safakulevo,RU,54.9901,62.5442,36.9,97,100,4.72,overcast clouds
184,Half Moon Bay,US,37.4636,-122.4286,69.01,82,1,6.91,haze
185,Mahibadhoo,MV,3.7833,72.9667,82.31,73,84,5.37,broken clouds
186,Qaanaaq,GL,77.484,-69.3632,2.46,85,16,2.98,few clouds
187,Magdagachi,RU,53.45,125.8,8.08,84,7,5.99,clear sky
188,Beringovskiy,RU,63.05,179.3167,10.02,90,100,22.88,light snow
189,Caravelas,BR,-17.7125,-39.2481,76.46,69,43,7.11,scattered clouds
190,Paragominas,BR,-2.9667,-47.4833,75.51,94,98,3.87,overcast clouds
191,Shelburne,CA,44.0787,-80.2041,51.01,97,100,7.7,overcast clouds
192,Devin,BG,41.7433,24.4,55.99,71,48,3.44,scattered clouds
193,Waverly,US,42.7392,-84.6208,59.0,63,90,21.85,overcast clouds
194,Katsuura,JP,35.1333,140.3,57.99,82,75,6.91,broken clouds
195,Klaksvik,FO,62.2266,-6.589,33.8,75,75,1.14,broken clouds
196,Chokurdakh,RU,70.6333,147.9167,-0.65,87,100,10.85,overcast clouds
197,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.0,68,3,4.0,clear sky
198,Pangkalanbuun,ID,-2.6833,111.6167,73.06,98,87,1.14,overcast clouds
199,La Ronge,CA,55.1001,-105.2842,39.2,32,27,12.66,scattered clouds
200,Cabedelo,BR,-6.9811,-34.8339,80.6,94,40,11.5,scattered clouds
201,Amapa,BR,1.0,-52.0,75.52,96,100,3.04,heavy intensity rain
202,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,37,0,5.75,clear sky
203,Tacuarembo,UY,-31.7333,-55.9833,65.05,59,0,6.8,clear sky
204,Asau,RO,46.4333,26.4,46.0,47,9,2.3,light rain
205,Arman,RU,59.7,150.1667,3.34,71,71,8.93,broken clouds
206,Airai,TL,-8.9266,125.4092,57.29,75,90,2.21,overcast clouds
207,Hami,CN,42.8,93.45,47.64,28,0,6.13,clear sky
208,Iqaluit,CA,63.7506,-68.5145,33.8,93,90,4.61,light rain
209,Maniitsoq,GL,65.4167,-52.9,33.62,78,36,8.12,scattered clouds
210,Peleduy,RU,59.6289,112.7406,-1.93,99,83,1.66,broken clouds
211,Dunedin,NZ,-45.8742,170.5036,57.0,71,100,1.01,light rain
212,Bambous Virieux,MU,-20.3428,57.7575,75.2,94,75,4.61,moderate rain
213,Saldanha,ZA,-33.0117,17.9442,62.6,67,96,4.61,overcast clouds
214,Narsaq,GL,60.9167,-46.05,44.6,36,1,6.91,clear sky
215,Butaritari,KI,3.0707,172.7902,81.84,73,99,14.14,overcast clouds
216,Saint-Francois,FR,46.4154,3.9054,37.99,70,0,3.44,clear sky
217,Coquimbo,CL,-29.9533,-71.3436,60.8,77,20,12.66,few clouds
218,Westport,US,41.1415,-73.3579,48.99,87,90,9.44,moderate rain
219,Timmins,CA,48.4669,-81.3331,68.0,37,40,12.66,scattered clouds
220,Rozivka,UA,46.9385,35.7724,45.14,91,100,7.02,overcast clouds
221,Margate,GB,51.3813,1.3862,39.0,71,5,1.01,clear sky
222,Dzhebariki-Khaya,RU,62.2167,135.8,-3.23,98,95,0.29,overcast clouds
223,Victoria,HK,22.2855,114.1577,75.0,86,55,4.5,broken clouds
224,Urucui,BR,-7.2294,-44.5561,83.53,61,100,1.66,overcast clouds
225,Rio Gallegos,AR,-51.6226,-69.2181,59.0,25,0,4.61,clear sky
226,Hasaki,JP,35.7333,140.8333,51.8,87,75,20.0,moderate rain
227,Henties Bay,NA,-22.116,14.2845,77.47,46,1,8.28,clear sky
228,At-Bashi,KG,41.1702,75.8106,42.71,49,95,4.05,overcast clouds
229,Podyuga,RU,61.095,40.8647,43.81,93,70,7.92,broken clouds
230,Husavik,IS,66.0449,-17.3389,42.8,56,0,10.36,clear sky
231,Saskylakh,RU,71.9167,114.0833,13.14,95,99,9.31,overcast clouds
232,Ahipara,NZ,-35.1667,173.1667,67.39,79,30,7.78,scattered clouds
233,Redcliffe,AU,-27.2307,153.0973,59.0,82,20,8.05,few clouds
234,Ipixuna,BR,-1.7625,-48.8043,78.8,89,40,4.61,scattered clouds
235,Nara,JP,34.6851,135.8049,59.0,72,75,6.91,broken clouds
236,Erzin,TR,36.9559,36.2,55.0,73,10,1.88,clear sky
237,Charkhi Dadri,IN,28.6,76.2667,78.39,16,9,1.97,clear sky
238,Aswan,EG,24.0934,32.907,69.12,15,0,14.0,clear sky
239,Eagle Pass,US,28.7091,-100.4995,91.4,38,40,5.75,scattered clouds
240,Hervey Bay,AU,-25.2986,152.8535,64.99,88,1,6.91,clear sky
241,Santiago Del Estero,AR,-27.7951,-64.2615,78.21,27,7,5.21,clear sky
242,Port Elizabeth,ZA,-33.918,25.5701,68.0,94,90,2.3,mist
243,Pisco,PE,-13.7,-76.2167,77.0,61,0,23.02,clear sky
244,Zemio,CF,5.0314,25.1361,73.17,80,100,3.98,overcast clouds
245,Cayenne,GF,4.9333,-52.3333,84.2,79,75,9.22,broken clouds
246,Deputatskiy,RU,69.3,139.9,-9.44,91,33,4.99,scattered clouds
247,Tshikapa,CD,-6.4167,20.8,67.19,96,93,2.46,overcast clouds
248,Longhua,CN,23.6137,114.1919,71.65,83,6,1.16,clear sky
249,Antalaha,MG,-14.9003,50.2788,74.68,87,100,5.73,overcast clouds
250,Kamina,CD,-8.7386,24.9906,61.59,97,61,3.15,broken clouds
251,Gizo,SB,-8.103,156.8419,81.73,76,75,5.3,broken clouds
252,Bethel,US,41.3712,-73.414,48.99,92,100,8.63,moderate rain
253,Koungou,YT,-12.7336,45.2042,82.4,78,0,6.91,moderate rain
254,Awjilah,LY,29.1081,21.2869,69.98,16,100,9.93,overcast clouds
255,Constitucion,CL,-35.3333,-72.4167,69.33,59,6,15.61,clear sky
256,Verkhnevilyuysk,RU,63.4453,120.3167,-6.61,100,100,2.73,overcast clouds
257,Valparaiso,CL,-33.0393,-71.6273,71.6,49,0,6.91,clear sky
258,Kiunga,PG,-6.1219,141.2906,69.75,99,87,1.68,overcast clouds
259,Qaqortoq,GL,60.7167,-46.0333,44.6,36,1,6.91,clear sky
260,Corinto,GR,37.9407,22.9573,54.0,56,41,1.01,scattered clouds
261,Takoradi,GH,4.8845,-1.7554,81.73,82,58,9.82,broken clouds
262,Yabrud,SY,33.9674,36.6574,44.6,57,0,6.91,clear sky
263,Broken Hill,AU,-31.95,141.4333,53.6,43,98,11.5,overcast clouds
264,Kavaratti,IN,10.5669,72.642,82.74,75,63,6.4,broken clouds
265,Divnomorskoye,RU,44.5011,38.1353,47.39,91,100,4.92,light rain
266,Ust-Nera,RU,64.5667,143.2,-10.05,91,22,1.92,few clouds
267,Oranjemund,NA,-28.55,16.4333,67.06,63,3,1.01,clear sky
268,Nome,US,64.5011,-165.4064,33.8,86,90,17.27,light snow
269,Laguna,US,38.421,-121.4238,81.0,14,1,8.05,clear sky
270,Moroni,KM,-11.7022,43.2551,79.61,82,95,9.91,moderate rain
271,Nuuk,GL,64.1835,-51.7216,37.4,65,40,5.75,scattered clouds
272,Patea,NZ,-39.7583,174.4833,64.0,95,99,1.01,overcast clouds
273,Vrsac,RS,45.1167,21.3036,68.0,30,0,21.85,light rain
274,Whitehorse,CA,60.7161,-135.0538,37.99,55,75,19.57,broken clouds
275,Ojhar,IN,20.1,73.9333,81.7,18,71,3.04,broken clouds
276,Pafos,CY,34.7667,32.4167,50.0,71,0,8.05,clear sky
277,Misawa,JP,40.6836,141.3597,52.36,65,100,16.17,moderate rain
278,Pyapon,MM,16.2833,95.6833,80.46,76,99,3.83,overcast clouds
279,Verkhnyaya Toyma,RU,62.2349,44.9985,40.33,96,94,5.17,overcast clouds
280,Ponta Do Sol,PT,32.6667,-17.1,68.0,83,20,4.61,few clouds
281,Okhotsk,RU,59.3833,143.3,13.96,94,100,3.71,overcast clouds
282,Erdenet,MN,49.0333,104.0833,22.37,55,0,3.06,clear sky
283,Loyga,RU,61.0784,44.6075,42.26,93,66,7.11,broken clouds
284,Biscarrosse,FR,44.3945,-1.1672,48.2,49,0,8.05,clear sky
285,Kamensk-Uralskiy,RU,56.4185,61.9329,37.6,89,1,5.44,clear sky
286,Fort Wellington,GY,6.4,-57.6,80.94,76,39,7.87,scattered clouds
287,Ribeira Grande,PT,38.5167,-28.7,62.6,94,75,13.8,broken clouds
288,Port Hedland,AU,-20.3167,118.5667,78.8,94,52,4.61,broken clouds
289,Harrisonville,US,38.6533,-94.3488,62.6,31,1,11.5,clear sky
290,Mar Del Plata,AR,-38.0023,-57.5575,73.4,49,0,13.8,clear sky
291,Kieta,PG,-6.2167,155.6333,78.93,81,100,4.7,overcast clouds
292,Beira,MZ,-19.8436,34.8389,78.8,78,20,8.97,few clouds
293,Radviliskis,LT,55.8167,23.5333,46.4,87,99,12.66,overcast clouds
294,Tazovskiy,RU,67.4667,78.7,29.35,81,100,23.35,overcast clouds
295,Tigil,RU,57.8,158.6667,13.46,92,99,8.88,overcast clouds
296,Wad Rawah,SD,15.1603,33.1397,83.32,8,44,14.2,scattered clouds
297,Hokitika,NZ,-42.7167,170.9667,57.22,88,100,10.47,moderate rain
298,Tuatapere,NZ,-46.1333,167.6833,51.01,95,100,1.01,light rain
299,Elliot,ZA,-31.3333,27.85,61.25,60,16,3.62,few clouds
300,Comodoro Rivadavia,AR,-45.8667,-67.5,77.0,25,40,21.85,scattered clouds
301,Anadyr,RU,64.75,177.4833,5.0,78,40,13.42,snow
302,Along,IN,28.1667,94.7667,62.22,84,45,3.56,scattered clouds
303,Nemuro,JP,43.3236,145.575,41.5,88,100,28.5,overcast clouds
304,Lavrentiya,RU,65.5833,-171.0,11.75,92,100,14.67,light snow
305,Toamasina,MG,-18.1667,49.3833,75.2,94,40,5.75,light rain
306,Soimus,RO,45.9167,22.9,53.15,75,24,2.44,light rain
307,Poum,NC,-20.2333,164.0167,77.59,82,41,4.85,scattered clouds
308,Trapani,IT,37.8333,12.6667,59.0,94,40,8.05,scattered clouds
309,Smithers,CA,54.7804,-127.1743,44.6,36,75,10.36,broken clouds
310,Byron Bay,AU,-28.65,153.6167,55.4,82,90,6.91,overcast clouds
311,Castanos,MX,26.7833,-101.4167,89.6,22,40,8.05,haze
312,Boende,CD,-0.2167,20.8667,72.68,83,43,1.77,scattered clouds
313,Biak,ID,-0.9131,122.8766,75.43,84,89,4.12,overcast clouds
314,Parry Sound,CA,45.3501,-80.033,50.0,87,100,10.27,overcast clouds
315,Dubai,AE,25.2582,55.3047,87.8,27,0,5.75,clear sky
316,Cuajinicuilapa,MX,16.4667,-98.4167,91.18,33,1,11.68,clear sky
317,Ancud,CL,-41.8697,-73.8203,64.99,100,90,11.5,overcast clouds
318,Chicama,PE,-7.8447,-79.1469,69.8,83,42,13.8,fog
319,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,86.0,62,40,4.61,scattered clouds
320,Mount Gambier,AU,-37.8333,140.7667,55.4,58,100,11.5,light rain
321,Mehamn,NO,71.0357,27.8492,30.2,86,40,18.41,scattered clouds
322,Baykit,RU,61.67,96.37,28.78,87,98,9.69,overcast clouds
323,Acajutla,SV,13.5928,-89.8275,96.8,32,20,4.61,few clouds
324,Kirakira,SB,-10.4544,161.9205,81.59,82,44,7.02,scattered clouds
325,Aden,YE,12.7794,45.0367,80.82,80,2,18.28,clear sky
326,Touros,BR,-5.1989,-35.4608,82.4,74,40,10.36,scattered clouds
327,Brainerd,US,46.358,-94.2008,44.6,81,90,14.97,overcast clouds
328,Aklavik,CA,68.2191,-135.0107,17.6,41,100,5.75,overcast clouds
329,Lauda-Konigshofen,DE,49.5653,9.7042,35.6,69,40,3.44,scattered clouds
330,Humboldt,US,40.6665,-123.9178,61.0,71,1,16.11,clear sky
331,Berlevag,NO,70.8578,29.0864,30.2,80,20,25.32,few clouds
332,Bima,ID,-8.4667,118.7167,73.81,93,15,3.87,few clouds
333,Korla,CN,41.7597,86.1469,51.53,35,67,9.84,broken clouds
334,Huarmey,PE,-10.0681,-78.1522,73.02,75,64,9.75,broken clouds
335,Samarai,PG,-10.6167,150.6667,79.93,65,73,11.48,broken clouds
336,Bonavista,CA,48.6499,-53.1147,37.0,100,100,10.36,moderate rain
337,Turukhansk,RU,65.8167,87.9833,23.58,96,99,10.56,overcast clouds
338,Pacific Grove,US,36.6177,-121.9166,57.2,67,40,12.66,scattered clouds
339,Siderno,IT,38.2779,16.302,57.99,82,75,4.61,broken clouds
340,Cascais,PT,38.6979,-9.4215,62.01,74,100,2.84,overcast clouds
341,Narasannapeta,IN,18.4167,84.05,78.8,79,9,3.96,clear sky
342,Guerrero Negro,MX,27.9769,-114.0611,66.31,56,0,17.9,clear sky
343,Altea,ES,38.5989,-0.0514,57.0,87,100,1.01,overcast clouds
344,Geraldton,AU,-28.7667,114.6,64.4,63,40,10.36,scattered clouds
345,Anloga,GH,5.7947,0.8973,84.2,79,20,6.91,few clouds
346,Northam,GB,51.0333,-4.2167,42.01,88,13,1.01,few clouds
347,Faanui,PF,-16.4833,-151.75,82.35,72,100,12.17,overcast clouds
348,Te Anau,NZ,-45.4167,167.7167,48.94,91,100,0.72,overcast clouds
349,Kahului,US,20.8947,-156.47,77.0,65,40,12.66,scattered clouds
